"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eif4e",1.00219157403379e-21,0.266165428853691,0.368,0.213,1.49657267750467e-17,"5","Eif4e"
"Zeb2",3.49096020838911e-21,0.283151426650615,0.289,0.158,5.21305087918746e-17,"5","Zeb2"
"Nudc",5.17961652378144e-21,0.302817659026933,0.458,0.288,7.73472135496282e-17,"5","Nudc"
"Tsen34",1.05986437890857e-20,0.277497349883027,0.426,0.264,1.58269547702417e-16,"5","Tsen34"
"Cd24a2",1.39045097879557e-20,0.371286608134839,0.508,0.354,2.07636044663543e-16,"5","Cd24a"
"Prmt11",1.50435202589423e-20,0.280107059922339,0.563,0.388,2.24644888026785e-16,"5","Prmt1"
"Gm8186",1.79507693658556e-20,0.257130136805933,0.349,0.2,2.68058838940321e-16,"5","Gm8186"
"Psmd14",2.09969030146185e-20,0.25524891627589,0.272,0.146,3.13546752717298e-16,"5","Psmd14"
"Fkbp4",2.24173344959772e-20,0.275886335393297,0.325,0.186,3.34758056028428e-16,"5","Fkbp4"
"Atrx1",3.04452969361031e-20,0.280188978890433,0.281,0.154,4.54639619146827e-16,"5","Atrx"
"Gm87971",1.23026724774156e-19,0.290413939742513,0.548,0.363,1.83715808105247e-15,"5","Gm8797"
"Ptov1",1.29485037416239e-19,0.273071801016036,0.595,0.421,1.9336000637367e-15,"5","Ptov1"
"Cct3",6.83455647771569e-19,0.275932319381837,0.353,0.214,1.02060431881728e-14,"5","Cct3"
"Psma4",9.54797236866074e-19,0.25982731183707,0.443,0.281,1.42579871381211e-14,"5","Psma4"
"Lsm4",3.23391939904849e-18,0.270389927033896,0.542,0.377,4.82921183859911e-14,"5","Lsm4"
"Pcbp11",4.2422220982061e-17,0.250193027376155,0.398,0.251,6.33491025925117e-13,"5","Pcbp1"
"2700060E02Rik",2.23579298284668e-16,0.255041845527145,0.498,0.347,3.33870966128495e-12,"5","2700060E02Rik"
"Ncam15",1.96166947979486e-11,0.252334211537026,0.425,0.301,2.92936103417766e-07,"5","Ncam1"
"Pfn22",8.09571816444116e-10,0.265000897887642,0.722,0.645,1.208933593496e-05,"5","Pfn2"
"Igfbpl11",0,2.45680005577357,0.873,0.042,0,"6","Igfbpl1"
"Sox114",0,2.13197301746876,0.969,0.334,0,"6","Sox11"
"Meis22",0,2.00005878791512,0.84,0.15,0,"6","Meis2"
"Sox45",0,1.87247637292772,0.96,0.41,0,"6","Sox4"
"Nfib2",0,1.77054117874324,0.811,0.163,0,"6","Nfib"
"Btg12",0,1.76550623018062,0.722,0.126,0,"6","Btg1"
"Sp8",0,1.74290495376032,0.547,0.024,0,"6","Sp8"
"Dlx6os1",0,1.70381944214232,0.583,0.026,0,"6","Dlx6os1"
"Nrxn3",0,1.65092000572158,0.619,0.054,0,"6","Nrxn3"
"Xist2",0,1.64525059222591,0.644,0.126,0,"6","Xist"
"Mpped21",0,1.53565793315677,0.594,0.106,0,"6","Mpped2"
"Dlx11",0,1.49365978450967,0.542,0.04,0,"6","Dlx1"
"Zbtb202",0,1.48185795134664,0.706,0.133,0,"6","Zbtb20"
"Meg3",0,1.4759806521537,0.754,0.104,0,"6","Meg3"
"Malat15",0,1.47376365196569,0.995,0.53,0,"6","Malat1"
"H3f3a4",0,1.43119676393945,0.969,0.609,0,"6","H3f3a"
"Tcf46",0,1.42531048144441,0.831,0.311,0,"6","Tcf4"
"Dlx21",0,1.33078006242395,0.445,0.031,0,"6","Dlx2"
"Ccdc88a2",0,1.31056863977772,0.579,0.122,0,"6","Ccdc88a"
"Tiam2",0,1.24749755278733,0.395,0.02,0,"6","Tiam2"
"Sp9",0,1.24024459436723,0.403,0.024,0,"6","Sp9"
"Arx",0,1.23418845181597,0.415,0.047,0,"6","Arx"
"H3f3b4",0,1.2328339569422,0.987,0.728,0,"6","H3f3b"
"Ptma5",0,1.17931391153333,0.992,0.777,0,"6","Ptma"
"Islr2",0,1.11370626062117,0.442,0.066,0,"6","Islr2"
"Gad2",0,1.09959289147693,0.38,0.04,0,"6","Gad2"
"Dlx5",0,1.00384290300824,0.328,0.025,0,"6","Dlx5"
"Robo2",0,1.00347442356269,0.33,0.031,0,"6","Robo2"
"Rnd3",1.09743482662725e-304,1.03641708510022,0.354,0.042,1.63879942660247e-300,"6","Rnd3"
"Auts21",3.75048691361728e-292,1.21030948174254,0.494,0.093,5.60060210810468e-288,"6","Auts2"
"Cdca71",2.78033092703703e-291,0.898437136968384,0.289,0.028,4.1518681733444e-287,"6","Cdca7"
"Tubb53",8.69525187920914e-270,0.911628356150031,0.996,0.928,1.2984619631223e-265,"6","Tubb5"
"Ogt1",1.32547487368289e-249,1.10523061523478,0.44,0.084,1.97933162887067e-245,"6","Ogt"
"Mfap21",1.0925127432101e-247,1.06911014014853,0.408,0.07,1.63144927943565e-243,"6","Mfap2"
"Bcl11a1",7.01018679420856e-247,1.13797033438344,0.524,0.118,1.04683119397916e-242,"6","Bcl11a"
"Synpr",3.81248641740489e-246,1.01009274865801,0.329,0.045,5.69318596711072e-242,"6","Synpr"
"Dcx",5.08291728249698e-243,1.17873978969947,0.628,0.179,7.59032037795275e-239,"6","Dcx"
"Rtn12",3.13596454380776e-238,0.95866558338172,0.979,0.731,4.68293585326812e-234,"6","Rtn1"
"Ccnd26",7.9673983835627e-238,1.65190614452443,0.85,0.428,1.18977160061742e-233,"6","Ccnd2"
"Etv1",8.65724736270359e-233,1.04183136163389,0.375,0.063,1.29278674867253e-228,"6","Etv1"
"Cited2",8.59340847780242e-226,1.03245073478715,0.443,0.091,1.28325368799024e-221,"6","Cited2"
"Hmgn24",1.29194817572681e-218,1.22073865059692,0.804,0.361,1.92926621081284e-214,"6","Hmgn2"
"Gm14964",5.71218210559936e-218,0.823345501072191,0.265,0.032,8.53000153829153e-214,"6","Gm14964"
"Akap91",1.10891618101868e-217,1.03083264919575,0.397,0.077,1.65594453311519e-213,"6","Akap9"
"Pbx11",2.0239952945129e-209,1.1355636017228,0.623,0.2,3.02243217329612e-205,"6","Pbx1"
"Fubp12",4.97000999208906e-201,1.01381877061752,0.49,0.125,7.4217159211866e-197,"6","Fubp1"
"Hnrnpa13",3.62802403252672e-193,1.01312704370474,0.822,0.407,5.41772828777215e-189,"6","Hnrnpa1"
"Tubb33",1.14703540409488e-188,0.785238576322389,0.991,0.833,1.71286796893488e-184,"6","Tubb3"
"Gm37641",4.27648754707278e-186,0.890231495983771,0.576,0.168,6.38607885404378e-182,"6","Gm3764"
"Cd24a3",7.72032208246184e-185,1.02538875777156,0.775,0.342,1.15287569657403e-180,"6","Cd24a"
"Pax61",2.82685125292702e-172,0.933410767359061,0.291,0.05,4.22133697599592e-168,"6","Pax6"
"Elavl3",3.399207848722e-168,0.977047448673585,0.609,0.216,5.07603708049657e-164,"6","Elavl3"
"Ncam16",1.95210147073044e-165,0.99325197704887,0.705,0.288,2.91507312624176e-161,"6","Ncam1"
"Zeb21",9.86342350642844e-165,1.07106505458779,0.494,0.149,1.47290503221496e-160,"6","Zeb2"
"Map1b3",7.72576384460254e-164,0.804882907191335,0.952,0.73,1.1536883149145e-159,"6","Map1b"
"Tia12",4.43990147973767e-161,0.92136164308869,0.375,0.088,6.63010487969227e-157,"6","Tia1"
"Nfix2",1.82165231864144e-152,0.999137640302042,0.715,0.335,2.72027340742726e-148,"6","Nfix"
"Pnisr2",3.04839245212878e-151,0.87524682459244,0.451,0.128,4.55216444876391e-147,"6","Pnisr"
"Elavl4",7.68350582578477e-148,0.922569517733834,0.367,0.089,1.14737792496444e-143,"6","Elavl4"
"Nnat2",4.57164842819425e-142,0.77256142574963,0.943,0.73,6.82684259782247e-138,"6","Nnat"
"Gm177502",6.58993675546871e-141,1.05605975847201,0.588,0.235,9.84075255694142e-137,"6","Gm17750"
"Dbn11",9.49321592276366e-141,0.918396895733824,0.542,0.192,1.4176219337463e-136,"6","Dbn1"
"Rbm4b1",5.44695417576718e-137,0.785668057026104,0.317,0.072,8.13393667067313e-133,"6","Rbm4b"
"Pfn23",1.62075009468908e-136,0.906723700530705,0.893,0.638,2.4202661163992e-132,"6","Pfn2"
"Prdx21",4.84211075342368e-131,0.671614117037465,0.919,0.692,7.23072398808758e-127,"6","Prdx2"
"Kdm5b",7.86934887026145e-131,0.740167045510861,0.263,0.052,1.17512986679614e-126,"6","Kdm5b"
"Rbm395",4.46726959188708e-128,0.84614769129702,0.667,0.303,6.67097368156497e-124,"6","Rbm39"
"Cdk42",1.98095652092302e-127,0.8966491039772,0.609,0.261,2.95816237269434e-123,"6","Cdk4"
"Actg11",6.13109151116755e-123,0.592934928608292,0.969,0.898,9.1555589536265e-119,"6","Actg1"
"Hmgn12",1.21448778092686e-122,0.822223662896163,0.683,0.327,1.81359460325808e-118,"6","Hmgn1"
"Stmn14",1.80367076267774e-121,0.440058027306512,1,0.97,2.69342154990667e-117,"6","Stmn1"
"Zfp704",1.77783360757069e-120,0.826673330180817,0.286,0.066,2.65483892618532e-116,"6","Zfp704"
"Hnrnpab1",3.48304539189701e-119,0.819999713376353,0.458,0.156,5.20123168371981e-115,"6","Hnrnpab"
"Hn12",2.15805032151449e-118,0.656056170693285,0.914,0.666,3.22261654511758e-114,"6","Hn1"
"Rbfox21",3.56597685656114e-117,0.838865681423869,0.576,0.241,5.32507323990275e-113,"6","Rbfox2"
"Tsn1",2.21952517212557e-114,0.807780493477338,0.553,0.229,3.31441693953512e-110,"6","Tsn"
"Eef1a1",4.96461543343285e-114,0.491643302143134,0.975,0.92,7.41366022674527e-110,"6","Eef1a1"
"Tubb2b3",4.62301974906507e-113,0.512638817383849,0.992,0.911,6.90355539127887e-109,"6","Tubb2b"
"Rtn41",9.40963706673294e-109,0.854810443983534,0.52,0.213,1.40514110317523e-104,"6","Rtn4"
"Gm138892",3.10830943126236e-107,0.790691193736433,0.393,0.125,4.64163847370408e-103,"6","Gm13889"
"Ttc31",4.08787856098826e-107,0.75119351499769,0.789,0.478,6.10442905512377e-103,"6","Ttc3"
"Gria21",6.64566841255368e-107,0.738896321296939,0.406,0.13,9.92397664046642e-103,"6","Gria2"
"Celf21",1.79323432449953e-104,0.808842538203977,0.649,0.328,2.67783681677514e-100,"6","Celf2"
"Soga3",1.90910051611827e-103,0.791670449528564,0.359,0.111,2.85085980071941e-99,"6","Soga3"
"Ilf21",7.37131003070736e-103,0.776078915643129,0.447,0.162,1.10075772688553e-98,"6","Ilf2"
"Abracl1",7.98922607845701e-103,0.769531190917611,0.336,0.098,1.19303113029599e-98,"6","Abracl"
"H1f01",5.9198806544255e-101,0.843658092273392,0.45,0.166,8.84015778125361e-97,"6","H1f0"
"H2afy21",2.11556512328418e-100,0.707234079194696,0.351,0.106,3.15917339860026e-96,"6","H2afy2"
"Hnrnpk1",4.45626209915528e-98,0.69922274609352,0.8,0.505,6.65453619266859e-94,"6","Hnrnpk"
"H2afv3",9.59830076257592e-98,0.699519926261143,0.658,0.331,1.43331425287546e-93,"6","H2afv"
"Eif4a11",7.37978100568891e-96,0.595488314982416,0.893,0.727,1.10202269757952e-91,"6","Eif4a1"
"Rps91",1.86845369324592e-93,0.429991826817023,0.978,0.919,2.79016190012414e-89,"6","Rps9"
"Rps51",3.47211196063103e-93,0.417805984461126,0.988,0.944,5.18490479081032e-89,"6","Rps5"
"Cep170",3.61318465759827e-92,0.657569858035915,0.28,0.076,5.3955686491915e-88,"6","Cep170"
"Srrm24",9.18687999163567e-91,0.719968910459115,0.524,0.228,1.37187678915096e-86,"6","Srrm2"
"H2afy3",4.51114159986978e-88,0.757248893413899,0.462,0.19,6.73648775108554e-84,"6","H2afy"
"Nrep2",4.92674299140801e-88,0.746637363146808,0.528,0.238,7.35710530906958e-84,"6","Nrep"
"Rbmx",7.13310068482585e-88,0.618149961672759,0.251,0.065,1.06518592526504e-83,"6","Rbmx"
"Trim2",1.02825386448046e-87,0.704147206167463,0.3,0.089,1.53549149582868e-83,"6","Trim2"
"Nedd42",1.7860291838372e-86,0.720103333361275,0.453,0.184,2.6670773802241e-82,"6","Nedd4"
"Hsp90aa11",5.97936938757481e-86,0.632070669950239,0.796,0.517,8.92899230646546e-82,"6","Hsp90aa1"
"Elavl2",1.55039617000912e-85,0.70626184510729,0.381,0.134,2.31520660067462e-81,"6","Elavl2"
"Hsp90ab1",5.56904710162507e-85,0.51777058873185,0.926,0.779,8.31625803685672e-81,"6","Hsp90ab1"
"Son5",6.65170586804503e-85,0.633294605609232,0.655,0.338,9.93299237275164e-81,"6","Son"
"Ddx53",1.51574864776267e-84,0.701677478767837,0.646,0.352,2.263467455704e-80,"6","Ddx5"
"Celf42",1.78075150134475e-84,0.693590618566577,0.727,0.434,2.65919621695811e-80,"6","Celf4"
"Rpl102",8.91927453856831e-84,0.433858533047594,0.965,0.897,1.33191526684441e-79,"6","Rpl10"
"Kmt2e",1.94259246421271e-83,0.716079641237599,0.313,0.101,2.90087332680883e-79,"6","Kmt2e"
"Top11",2.12497953306272e-83,0.738839638816141,0.545,0.264,3.17323193672256e-79,"6","Top1"
"Chd4",4.22490505371215e-82,0.666195782612494,0.302,0.095,6.30905071670835e-78,"6","Chd4"
"Eef2",8.03955203538276e-80,0.555288473994921,0.858,0.664,1.20054630544371e-75,"6","Eef2"
"Hnrnph31",4.56517568695982e-79,0.615784161103236,0.294,0.091,6.8171768533371e-75,"6","Hnrnph3"
"Hnrnpr2",7.40918635651996e-79,0.705932094375732,0.404,0.161,1.10641379861913e-74,"6","Hnrnpr"
"Hspa82",1.78770524020304e-76,0.499456981974791,0.919,0.749,2.6695802351952e-72,"6","Hspa8"
"Sf3b21",2.84725752141908e-75,0.681872440800492,0.497,0.229,4.25180965673511e-71,"6","Sf3b2"
"Cdk5r1",1.01251734898741e-74,0.653534969346639,0.463,0.201,1.5119921572429e-70,"6","Cdk5r1"
"Sfpq1",1.48970240696289e-74,0.70618257726361,0.459,0.206,2.22457260431768e-70,"6","Sfpq"
"Hnrnpc1",4.8831369770966e-74,0.645041473156054,0.477,0.214,7.29198844789835e-70,"6","Hnrnpc"
"Chd32",2.97111646822663e-73,0.659370953799874,0.667,0.398,4.43676822200283e-69,"6","Chd3"
"Rbm252",7.37057574977511e-73,0.667117673403924,0.423,0.178,1.10064807671392e-68,"6","Rbm25"
"Hnrnpa2b11",2.34706518460539e-72,0.634321814631389,0.707,0.44,3.50487244017123e-68,"6","Hnrnpa2b1"
"Smc31",2.67726165724497e-72,0.651870785410064,0.281,0.091,3.99795483276391e-68,"6","Smc3"
"Pbrm11",6.44183336725847e-71,0.616279259987581,0.264,0.083,9.61958976732708e-67,"6","Pbrm1"
"Ppp1r14b1",3.88662989827016e-70,0.61915613385807,0.577,0.305,5.80390442708683e-66,"6","Ppp1r14b"
"Hdac21",4.53441930238946e-70,0.667549826454834,0.44,0.195,6.77124834425818e-66,"6","Hdac2"
"Csnk1a11",1.19080359581812e-69,0.653966160891423,0.469,0.22,1.77822700963519e-65,"6","Csnk1a1"
"Basp12",2.52129993983295e-69,0.434398010698663,0.936,0.787,3.76505720015254e-65,"6","Basp1"
"Marcks3",3.97519593405357e-69,0.481301340893156,0.878,0.639,5.9361600883222e-65,"6","Marcks"
"Nono1",1.8224673130551e-68,0.657838660524829,0.378,0.154,2.72149043858518e-64,"6","Nono"
"Carhsp11",2.79167528093327e-68,0.630941991638081,0.337,0.125,4.16880869701766e-64,"6","Carhsp1"
"Rpl18a1",5.11374939016663e-68,0.296793212692553,0.993,0.981,7.63636196433583e-64,"6","Rpl18a"
"Nsg2",1.32362572330107e-67,0.665417994511534,0.423,0.183,1.97657029260548e-63,"6","Nsg2"
"Zfp2072",1.67462377317604e-67,0.660693764979043,0.339,0.131,2.50071568048378e-63,"6","Zfp207"
"Hmgb32",2.23039071100647e-66,0.653619144427787,0.554,0.294,3.33064244874597e-62,"6","Hmgb3"
"Smarcc11",4.52372043511264e-65,0.638372565212228,0.29,0.101,6.75527172575371e-61,"6","Smarcc1"
"Klf71",4.60447164180816e-64,0.63806406550801,0.389,0.166,6.87585750271213e-60,"6","Klf7"
"Rps4x",3.09471331247814e-63,0.366575819907656,0.974,0.901,4.62133538952361e-59,"6","Rps4x"
"Zfos1",3.44551313663923e-63,0.661592533247999,0.378,0.159,5.14518476694336e-59,"6","Zfos1"
"Rpl111",1.07657799612287e-62,0.333632261104559,0.977,0.925,1.60765392161028e-58,"6","Rpl11"
"Npm12",1.98061958600404e-62,0.57449330243622,0.645,0.384,2.95765922777984e-58,"6","Npm1"
"Ptprs",3.88111652272384e-62,0.592491998444326,0.277,0.097,5.79567130338351e-58,"6","Ptprs"
"Csnk1e",4.32190815259515e-62,0.654997566059836,0.404,0.182,6.45390544427034e-58,"6","Csnk1e"
"Cbx11",1.13859911793936e-60,0.627426559363359,0.429,0.196,1.70027006281884e-56,"6","Cbx1"
"Srsf111",3.69222402591798e-60,0.623002589991421,0.397,0.177,5.51359813790332e-56,"6","Srsf11"
"Rpl7",6.44506067734419e-60,0.439227229193745,0.889,0.752,9.62440910947808e-56,"6","Rpl7"
"Ubb2",1.94825005891292e-59,0.274072930004758,0.996,0.989,2.90932181297466e-55,"6","Ubb"
"Smarce11",3.00960452412856e-59,0.600772403102046,0.315,0.122,4.49424243588118e-55,"6","Smarce1"
"Ptov11",4.80522948860202e-59,0.552760977577932,0.671,0.418,7.17564919532939e-55,"6","Ptov1"
"Sf3b12",7.52271604840941e-59,0.617906223585779,0.334,0.137,1.12336718750898e-54,"6","Sf3b1"
"Rps3a1",2.56782558433785e-58,0.397547232598404,0.948,0.847,3.8345339450917e-54,"6","Rps3a1"
"Kdm6b",2.76338378717818e-58,0.649806061863748,0.261,0.09,4.12656100939318e-54,"6","Kdm6b"
"Tra2b1",5.13830336190952e-58,0.609941079233268,0.419,0.196,7.67302841033949e-54,"6","Tra2b"
"Ankrd112",6.58308829662571e-58,0.596616131559988,0.302,0.116,9.83052575335118e-54,"6","Ankrd11"
"Wbp51",1.4082114053674e-57,0.568065604437964,0.603,0.355,2.10288209163514e-53,"6","Wbp5"
"Atrx2",1.6143475892161e-57,0.626443968622024,0.352,0.151,2.41070525497641e-53,"6","Atrx"
"Foxg1",1.12851462640072e-56,0.55659341067692,0.261,0.092,1.6852108916042e-52,"6","Foxg1"
"Rufy3",2.90615285441187e-56,0.57672761278724,0.469,0.234,4.33975805749325e-52,"6","Rufy3"
"Rpl4",7.88228431614257e-56,0.39523863572384,0.917,0.796,1.17706151692957e-51,"6","Rpl4"
"Ddah21",2.27801549232221e-55,0.579241741998081,0.464,0.233,3.40176053468475e-51,"6","Ddah2"
"Rsrp11",9.60510124137085e-55,0.579957944213429,0.376,0.166,1.43432976837391e-50,"6","Rsrp1"
"Smarcd1",1.95702535726958e-54,0.585978469606441,0.391,0.181,2.92242596601067e-50,"6","Smarcd1"
"Luc7l22",3.40871933390119e-54,0.584302902941823,0.362,0.161,5.09024058131464e-50,"6","Luc7l2"
"Irf2bpl",4.2397047609299e-54,0.577370406564894,0.276,0.104,6.33115111949663e-50,"6","Irf2bpl"
"Anp32a1",7.72192041737254e-54,0.545382049540051,0.566,0.317,1.15311437592624e-49,"6","Anp32a"
"Cirbp",3.79524952969806e-53,0.584965125078901,0.601,0.369,5.66744612269811e-49,"6","Cirbp"
"Gm424182",9.15170665138586e-53,0.566152975814811,0.589,0.345,1.36662435425145e-48,"6","Gm42418"
"Acin11",2.12857861759584e-52,0.576928706135707,0.303,0.122,3.17860644965587e-48,"6","Acin1"
"Hnrnpd1",7.27858737827562e-52,0.569568316582264,0.313,0.131,1.0869114531979e-47,"6","Hnrnpd"
"Snrpe1",1.72389550994587e-51,0.535421009681413,0.636,0.4,2.57429316500217e-47,"6","Snrpe"
"Actb5",3.12926045062119e-51,0.399367809203451,1,0.979,4.67292463091263e-47,"6","Actb"
"G3bp2",4.86831819025236e-51,0.580213863590377,0.339,0.149,7.26985955350385e-47,"6","G3bp2"
"Rbm33",4.75857316972613e-50,0.526124628698459,0.675,0.463,7.10597731435203e-46,"6","Rbm3"
"Ncor11",1.3525538691531e-49,0.586269421414345,0.385,0.187,2.01976869280633e-45,"6","Ncor1"
"Scg5",2.32757536985701e-49,0.518050290409062,0.363,0.164,3.47576829980747e-45,"6","Scg5"
"Ube2i1",4.44360815159479e-49,0.547492585287613,0.373,0.177,6.63564005277651e-45,"6","Ube2i"
"Srsf31",9.34778848325109e-49,0.548611977482615,0.511,0.289,1.39590525420388e-44,"6","Srsf3"
"Sox22",1.83000450224357e-48,0.561726494294196,0.398,0.19,2.73274572320033e-44,"6","Sox2"
"Rplp0",2.43581440413088e-48,0.275597599311981,0.979,0.945,3.63740164968864e-44,"6","Rplp0"
"Sumo21",4.53173761871461e-48,0.401824656097348,0.876,0.738,6.76724378602653e-44,"6","Sumo2"
"Hnrnpm1",1.39700978228992e-47,0.586986606152646,0.352,0.165,2.08615470789354e-43,"6","Hnrnpm"
"Prpf40a1",6.79410455105011e-47,0.524705423212162,0.255,0.098,1.01456363260831e-42,"6","Prpf40a"
"Hist3h2a",4.18221370736164e-46,0.577937043709525,0.309,0.134,6.24529972920313e-42,"6","Hist3h2a"
"Ccni",5.22326772497258e-46,0.554939548880103,0.416,0.215,7.79990569370156e-42,"6","Ccni"
"Fus5",9.36899876827648e-45,0.53250112843004,0.463,0.251,1.39907258606673e-40,"6","Fus"
"Cdh21",9.99349429956083e-45,0.551709839136362,0.265,0.108,1.49232850375342e-40,"6","Cdh2"
"Luc7l31",1.12349979476122e-44,0.523809877219272,0.286,0.121,1.67772224351692e-40,"6","Luc7l3"
"Rsrc2",1.22257559252575e-44,0.557803804018132,0.375,0.184,1.8256721323187e-40,"6","Rsrc2"
"Rpl7a",1.51767646344087e-44,0.427070842060397,0.797,0.626,2.26634626285626e-40,"6","Rpl7a"
"Ube3a",1.81104263168935e-44,0.549928661846943,0.33,0.152,2.70442996190171e-40,"6","Ube3a"
"Eif3h",6.65161249551149e-44,0.466700590854253,0.697,0.504,9.9328529395473e-40,"6","Eif3h"
"Matr31",9.13674504400517e-44,0.547230842891914,0.442,0.243,1.36439013742129e-39,"6","Matr3"
"Ythdf2",1.11901374705785e-43,0.489167288046356,0.259,0.104,1.67102322848149e-39,"6","Ythdf2"
"Khdrbs11",1.39302776229346e-43,0.522501151323858,0.274,0.114,2.08020835743282e-39,"6","Khdrbs1"
"Nsg12",1.8548268762698e-43,0.461337434078147,0.645,0.412,2.76981297433369e-39,"6","Nsg1"
"Hp1bp31",2.50359029606073e-43,0.522810403668877,0.391,0.198,3.73861138910749e-39,"6","Hp1bp3"
"Csde1",1.7307918779276e-42,0.509156378619663,0.356,0.173,2.58459151130929e-38,"6","Csde1"
"Atat1",7.93340846701125e-42,0.533369638286541,0.371,0.183,1.18469588637879e-37,"6","Atat1"
"Prrc2c1",1.41291732613416e-41,0.515789013979652,0.267,0.113,2.10990944311615e-37,"6","Prrc2c"
"Marcksl12",2.03384032642626e-41,0.322899643661982,0.962,0.883,3.03713375945234e-37,"6","Marcksl1"
"Fscn11",2.09627983045233e-41,0.52217146277499,0.536,0.328,3.13037467081447e-37,"6","Fscn1"
"Naca",8.46673043393155e-41,0.366930694093021,0.849,0.698,1.264336855699e-36,"6","Naca"
"Eif3e",1.70261309011749e-40,0.527220540974461,0.477,0.282,2.54251212747245e-36,"6","Eif3e"
"Fnbp1l",4.38768721945748e-40,0.515575092146643,0.293,0.131,6.55213332481585e-36,"6","Fnbp1l"
"Pcbp21",4.68529357312842e-40,0.491702245338821,0.515,0.313,6.99654889275267e-36,"6","Pcbp2"
"Top2b",1.40197614785735e-39,0.516208753337706,0.265,0.115,2.09357098159538e-35,"6","Top2b"
"Ubap2l",3.49813007580869e-39,0.529408869860492,0.264,0.115,5.22375764220511e-35,"6","Ubap2l"
"Rtf1",3.83386962162856e-39,0.512551636849249,0.449,0.252,5.72511750597793e-35,"6","Rtf1"
"Ssb1",3.85266810566003e-39,0.478371698270298,0.41,0.22,5.75318928218212e-35,"6","Ssb"
"Ube2e3",5.43757882143523e-38,0.505293381185025,0.453,0.262,8.11993645404923e-34,"6","Ube2e3"
"Maf1",6.32712397235318e-38,0.508019100843114,0.267,0.118,9.448294227915e-34,"6","Maf1"
"Tpr1",6.76683562436107e-38,0.516614933197075,0.311,0.149,1.01049156378584e-33,"6","Tpr"
"Stmn23",1.02868809751591e-36,0.289806557791628,0.982,0.94,1.53613993602051e-32,"6","Stmn2"
"Ppig1",2.65070840260238e-36,0.46850883461985,0.265,0.119,3.95830285760614e-32,"6","Ppig"
"Zfand6",1.05879024224789e-35,0.469067026295387,0.333,0.168,1.58109146874877e-31,"6","Zfand6"
"Hist3h2ba1",1.51909096655235e-35,0.457702109583446,0.547,0.349,2.26845854035263e-31,"6","Hist3h2ba"
"Ubald21",1.63498936852559e-35,0.488158241004425,0.313,0.153,2.44152962401926e-31,"6","Ubald2"
"Hdgfrp3",3.728186121871e-34,0.475331121183357,0.362,0.194,5.56730033578997e-30,"6","Hdgfrp3"
"Hnrnpa32",8.88997985550505e-34,0.471217353954675,0.501,0.316,1.32754069182257e-29,"6","Hnrnpa3"
"Gnb2l1",9.08698781791217e-34,0.402843970352528,0.631,0.437,1.35695989084882e-29,"6","Gnb2l1"
"Macf11",5.50522830317328e-33,0.489674918755009,0.261,0.122,8.22095742512866e-29,"6","Macf1"
"Ube2d1",2.13187146138898e-32,0.467299520038101,0.329,0.17,3.18352365329217e-28,"6","Ube2d1"
"Btf3",2.25095100994961e-32,0.387035649445143,0.705,0.527,3.36134514315776e-28,"6","Btf3"
"Paip2",3.07562417583178e-32,0.43939637353057,0.414,0.237,4.59282958176959e-28,"6","Paip2"
"Srsf25",1.4110184492023e-31,0.405053653382207,0.441,0.26,2.1070738501938e-27,"6","Srsf2"
"Snrpg2",1.87440385828273e-31,0.335443615360207,0.778,0.605,2.7990472815736e-27,"6","Snrpg"
"H2afz6",1.88891645560049e-31,0.348088149004537,0.752,0.573,2.82071894314821e-27,"6","H2afz"
"Hnrnph11",3.02971594035008e-31,0.473489469902949,0.281,0.138,4.52427481372477e-27,"6","Hnrnph1"
"Set1",1.43133714826829e-30,0.387114781576976,0.638,0.449,2.13741576350903e-26,"6","Set"
"Srsf71",1.5060372419493e-30,0.471664714666686,0.346,0.191,2.24896541340289e-26,"6","Srsf7"
"Dpysl31",3.95037904769733e-30,0.432386851196054,0.594,0.414,5.89910103192642e-26,"6","Dpysl3"
